name	partnerprotein	partnerprotein_textbox	target_order	target_species	activity	taxonid	lc50	units	percentage_mortality	publication	other_citations	life_stage	instar	assay_material	assay_method	comment
Cry1Fa	No	No	Lepidoptera	Mythimna separata	No	271217	"NA	 not toxic"	NA not toxic	 	10.1016/j.ibmb.2021.103608		Larvae	2nd Instar	Purified protein	Surface contamination	>2000 ng/cm2
Cry1Fa	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	342	ng/cm2		10.1371/journal.pone.0119544		Larvae	2nd Instar	Purified protein	Surface contamination	
Cry1Fa	No	No	Lepidoptera	Mythimna separata	Yes	271217	14400	ng/g		10.3390/toxins10110454		Larvae	1st instar		diet incorporation	
Cry1Fa	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	54.63	ng/cm2		10.1002/ps.4312		Larvae	1st Instar	Purified protein	Surface contamination	
Cry1Fa	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	491	ng/cm2		10.1128/AEM.06212-11		Larvae	1st Instar	Purified protein	Surface contamination	
Cry1Fa	No	No	Lepidoptera	Conogethes punctiferalis	Yes	1133088	12.53	ng/cm2	 	10.1016/j.jip.2020.107507 		Larvae	1st Instar 	Purified protein	Surface contamination	
Cry1Fa	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	267	ng/cm2		10.1016/j.ibmb.2021.103608		Larvae	2nd Instar	Purified protein	Surface contamination	
Cry1Fa	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	57.12	ng/cm2		10.1016/j.ecoenv.2019.109577		Larvae	1st Instar	Purified protein	Surface contamination	
Cry1Fa	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	0.054	µg/cm2		10.3390/toxins12060375		Larvae	1st Instar	Purified protein	Surface contamination	
Cry1Fa	No	No	Lepidoptera	Helicoverpa armigera	No	29058	greater than 16000	ng/ml		10.1016/j.biocontrol.2008.07.003		Larvae	1st instar	Purified crystals	diet incorporation	Growth inhibition data EC50 values also presented
Cry1Fa	No	No	Lepidoptera	Earias insulana	Yes	1231953	920	ng/ml		10.1016/j.biocontrol.2008.07.003		Larvae	1st instar	Purified crystals	diet incorporation	Growth inhibition data EC50 values also presented
Cry1Fa	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	73	ng/cm2		10.1002/ps.6170		Larvae	1st Instar	Purified protein	Surface contamination	sample size unclear per conc.
Cry1Fa	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	90	ng/cm2		10.1002/ps.6170		Larvae	1st Instar	Purified protein	Surface contamination	sample size unclear per conc.
Cry1Fa	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	35	ng/cm2		10.1371/journal.pone.0068164		Larvae	1st Instar	Purified protein	Surface contamination	
Cry1Fa	No	No	Lepidoptera	Ostrinia nubilalis	Yes	29057	5	ng/cm2	 	10.1371/journal.pone.0068164		Larvae	1st Instar	Purified protein	Surface contamination	
Cry1Fa1	No	No	Lepidoptera	Helicoverpa punctigera	Yes	27545	362	ng/cm2		10.1016/S0022-2011(02)00035-6		Larvae	1st Instar 	Vegetative cells	Surface contamination	Encapsulated protein 7 day assay (LC50 at 12 days 286ng AI/cm2
Cry1Fa1	No	No	Lepidoptera	Helicoverpa armigera	Yes	29058	37054	ng/cm2		10.1016/S0022-2011(02)00035-6		Larvae	1st Instar 	Vegetative cells	Surface contamination	Encapsulated protein. 
Cry1Ia	No	No	Lepidoptera	Spodoptera exigua	No	7107	greater than 10000	ng/cm2		10.1002/ps.6157		larvae	2-3 day old	Purified protein	Surface contamination	
Cry1Ia	No	No	Lepidoptera	Cydia pomonella	Yes	82600	129	ng/cm2		10.1002/ps.6157		larvae	1st instar	Purified protein	Surface contamination	
Cry1Ia10	No	No	Lepidoptera	Spodoptera eridania	Yes	37547	1.93	ng/cm2	 	10.1016/j.jip.2012.11.011		Larvae	1st Instar	Purified protein	Surface contamination	
Cry1Ia10	No	No	Lepidoptera	Spodoptera cosmioides	Yes	134402	10.51	ng/cm2	 	10.1016/j.jip.2012.11.011		Larvae	1st Instar	Purified protein	Surface contamination	
Cry1Ia10	No	No	Lepidoptera	Spodoptera albula	Yes	134400	15.03	ng/cm2	 	10.1016/j.jip.2012.11.011		Larvae	1st Instar	Purified protein	Surface contamination	
Cry1Ia10	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	69.52	ng/cm2		10.1016/j.jip.2012.11.011		Larvae	1st Instar	Purified protein	Surface contamination	
Cry1Ia7	No	No	Coleoptera	Acanthoscelides obtectus 	Yes	200917	 	 	0.01	10.1016/j.jip.2019.107295		Adult	Not applicable	Other (add to comments)	Surface contamination	solubilised proteins used
Cry1Ia7	No	No	Coleoptera	Xylotrechus arvicola	Yes	1971876				10.3390/ insects13010027		Larvae	1st Instar	Purified protein	Surface contamination	Reduced survival time for larvae shown. Some effects on pupal/adult development also shown
Cry1Ie	No	No	Lepidoptera	Mythimna separata	Yes	271217	78600	ng/g		10.3390/toxins10110454		Larvae	1st instar	Purified protein	diet incorporation	
Cry1Ie	No	No	Lepidoptera	Ostrinia furnacalis	Yes	93504	32970	ng/g		10.1371/journal.pone.0168442		Larvae	1st instar		diet incorporation	
Cry1Ie	No	No	Lepidoptera	Conogethes punctiferalis	Yes	1133088	44.39	ng/cm2	 	10.1016/j.jip.2020.107507 		Larvae	1st Instar 	Purified protein	Surface contamination	
Cry1Ie1	No	No	Lepidoptera	Leguminivora glycinivorella	Yes	1035111	9.02	µg/ml		10.1128/AEM.69.9.5207-5211.2003		Larvae	2nd Instar	Purified protein	Leaf-dip	
Cry1Ie1	No	No	Lepidoptera	Helicoverpa armigera	No	29058	"NA	 not toxic"	NA not toxic		10.1128/AEM.69.9.5207-5211.2003		Larvae	1st Instar	Purified protein	Diet incorporation	
Cry1Ie1	No	No	Lepidoptera	Plutella xylostella¬†	Yes	51655	0.2	µg/ml		10.1128/AEM.69.9.5207-5211.2003		Larvae	3rd Instar	Purified protein	Leaf-dip	
Cry1Ie1	No	No	Lepidoptera	Spodoptera exigua	No	93504	"NA	 not toxic"	NA not toxic		10.1128/AEM.69.9.5207-5211.2003		Larvae	1st Instar 	Purified protein	Diet incorporation	
Cry1Ie1	No	No	Coleoptera	Pyrrhalta aenescens	No	281545	"NA	 not toxic"	NA not toxic		10.1128/AEM.69.9.5207-5211.2003		Larvae	2nd Instar	Purified protein	Leaf-dip	
Cry1Ie1	No	No	Lepidoptera	Ostrinia furnacalis	Yes	7107	2.22	µg/ml		10.1128/AEM.69.9.5207-5211.2003		Larvae	1st Instar	Purified protein	Diet incorporation	
Cry1Na3	No	No	Lepidoptera	Plutella xylostella	Yes	51655	3.69	µg/ml		10.1093/jee/tow031		larvae	1st Instar		Diet incorporation	
Cry1Na3	No	No	Lepidoptera	Spodoptera exigua	Yes	7107	greater than 500	µg/ml		10.1093/jee/tow031		larvae	1st Instar		Diet incorporation	
Cry1Na3	No	No	Hemiptera	Laodelphax striatellus	Yes	195883	greater than 250	µg/ml		10.1093/jee/tow031		larvae	3rd Instar		Diet incorporation	
Cry1Na3	No	No	Coleoptera	Colaphellus bowringi	Yes	561076	greater than 500	µg/ml		10.1093/jee/tow031		larvae	1st Instar		Diet incorporation	
Cry1Na3	No	No	Lepidoptera	Ostrinia furnacalis	Yes	93504	31.3	µg/ml		10.1093/jee/tow031		larvae	1st Instar		Diet incorporation	
Cry20Aa1	No	No	Diptera	Culex quinquefasciatus	Yes	7176	700	µg/ml		10.1128/aem.63.12.4664-4670.1997		Larvae	2nd Instar	Spore crystal mix	Addition to water	
Cry20Aa1	No	No	Diptera	Aedes aegypti	Yes	7159	648	µg/ml		10.1128/aem.63.12.4664-4670.1997		Larvae	2nd Instar	Spore crystal mix	Addition to water	
Cry21Aa	No	No	Nematoda	Caenorhabditis elegans	Yes	6239	78700	ng/ml		10.1038/srep14395		Larvae	4th instar	Purified protein		
Cry21Aa1	No	No	Nematoda	Heligmosomoides polygyrus bakeri	Yes	375939				10.1073/pnas.0912327107						In vivo in mice.    Cry21 type not specified in publication but confirmed with lead author
Cry21Aa1	No	No	Nematoda	Distolabrellus veechi	Yes	96664				10.1073/pnas.0538072100				Other (add to comments)		Recombinant E. coli    Cry21 type not specified in publication but confirmed with lead author
Cry21Aa1	No	No	Nematoda	Panagrellus redivivus	Yes	6233				10.1073/pnas.0538072100				Other (add to comments)		Recombinant E. coli.    Cry21 type not specified in publication but confirmed with lead author
Cry21Aa1	No	No	Nematoda	Nippostrongylus brasiliensis	Yes	27835				10.1073/pnas.0538072100				Other (add to comments)		Recombinant E. coli.    Cry21 type not specified in publication but confirmed with lead author
Cry21Aa1	No	No	Nematoda	Caenorhabditis elegans	Yes	6239				10.1073/pnas.0538072100				Other (add to comments)		Recombinant E. coli.  Cry21 type not specified in publication but confirmed with lead author
Cry21Aa1	No	No	Nematoda	Pristionchus pacificus	No	54126	"NA	 not toxic"	NA not toxic		10.1073/pnas.0538072100				Other (add to comments)		Recombinant E. coli.    Cry21 type not specified in publication but confirmed with lead author
Cry21Aa3	No	No	Nematoda	Bursaphelenchus xylophilus	Yes	6326			approx 50% at 150 µg/ml	10.1016/j.jip.2022.107726				Purified protein	Addition to water	4th stage juveniles assayed.
Cry21Fa1	No	No	Nematoda	Bursaphelenchus xylophilus	Yes	6326			approx 50% at 150 µg/ml	10.1016/j.jip.2022.107726				Purified protein	Addition to water	4th stage juveniles assayed.
Cry21Fa1	No	No	Nematoda	Caenorhabditis elegans	Yes	6239	13600	ng/ml		10.1128/AEM.00464-14		Larvae	4th instar	Diluted whole cell culture	diet incorporation	
Cry21Ga1	No	No	Nematoda	Caenorhabditis elegans	No	6239				10.1128/AEM.00464-14		Larvae	4th instar	Diluted whole cell culture	diet incorporation	0% mortality observed after 5 days
Cry21Ha1	No	No	Nematoda	Caenorhabditis elegans	Yes	6239	23900	ng/ml		10.1128/AEM.00464-14		Larvae	4th instar	Diluted whole cell culture	diet incorporation	
Cry21aa1	No	No	Nematoda	Acrobeloides sp	Yes	70201				10.1073/pnas.0538072100				Other (add to comments)		Recombinant E. coli.    Cry21 type not specified in publication but confirmed with lead author
Cry24Ca1	No	No	Diptera	Aedes aegypti	Yes	7159	0.476	µg/ml		10.1007/s00284-006-0299-8		Larvae	4th Instar	Spore crystal mix	Addition to water	
Cry27Aa1	No	No	Diptera	Aedes aegypti	Yes	7159	greater than 945	µg/ml		10.1016/S0723-2020(00)80042-9		Larvae	Not specified	Purified protein	Not specified	"Toxin only showed activity >945 µg/ml	 Method referenced in text: SAITOH et al. 1998"
Cry27Aa1	No	No	Diptera	Culex pipiens molestus	Yes	233155	greater than 850	µg/ml		10.1016/S0723-2020(00)80042-9		Larvae	Not specified	Purified protein	Not specified	"Toxin only showed activity at >850 µg/ml	 Method referenced in text: SAITOH et al. 1998"
Cry27Aa1	No	No	Diptera	Anopheles stephensi	Yes	30069	94.3	µg/ml		10.1016/S0723-2020(00)80042-9		Larvae	Not specified	Purified protein	Not specified	Method referenced in text: SAITOH et al. 1998
Cry29Aa	No	No	Diptera	Aedes aegypti	No	7159	greater than 200000	ng/ml		10.1078/072320203770865783		Larvae	4th instar	Purified crystals	addition to water	
Cry29Aa	No	No	Diptera	Anopheles stephensi	Yes	30069	greater than 200000	ng/ml		10.1078/072320203770865783		Larvae	3rd Instar	Purified crystals	addition to water	
Cry29Aa	No	No	Diptera	Culex pipiens	No	7175	greater than 200000	ng/ml		10.1078/072320203770865783		Larvae	4th instar	Purified crystals	addition to water	
Cry2Aa	No	No	Diptera	Aedes aegypti	No	7159	"NA	 not toxic"	NA not toxic		0.1111/j.1574-6968.2011.02403.x 		Larvae	3rd Instar	Purified protein	Addition to water	Paper not clear which Cry2Aa variant is used
Cry2Aa	No	No	Diptera	Anopheles gambiae	Yes	7165	110 ng/ml	ng/ml	 	0.1111/j.1574-6968.2011.02403.x 		Larvae	3rd Instar	Purified protein	Addition to water	Paper not clear which Cry2Aa variant is used
Cry2Aa	No	No	Lepidoptera	Plodia interpunctella	Yes	58824	1198613	ng/g		10.1111/jen.12241		Larvae	3rd instar	Cell lysate	diet incorporation	
Cry2Aa	No	No	Diptera	Culex pipiens	No	7175	"NA	 not toxic"	NA not toxic		0.1111/j.1574-6968.2011.02403.x 		Larvae	3rd Instar	Purified protein	Addition to water	Paper not clear which Cry2Aa variant is used
Cry2Aa	No	No	Lepidoptera	Conogethes punctiferalis	Yes	1133088	110.31	ng/cm2	 	10.1016/j.jip.2020.107507 		Larvae	1st Instar 	Purified protein	Surface contamination	
Cry2Aa	No	No	Lepidoptera	Ephestia kuehniella	Yes	40079	577960	ng/g		10.1111/jen.12241		Larvae	3rd instar	Cell lysate	diet incorporation	
Cry2Aa	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	668	ng/cm2		10.1371/journal.pone.0119544		Larvae	2nd Instar	Spore crystal mix	Surface contamination	
Cry2Aa	No	No	Lepidoptera	Mythimna separata	Yes	271217	6200	ng/g		10.3390/toxins10110454		Larvae	1st instar		diet incorporation	
Cry2Aa	No	No	Lepidoptera	Earias vitella	Yes	1372994	780	µg/g			"Pakistan Journal of Zoology Vol. 43	 Iss. 3	 pages 575-580 (2011)"	Larvae	2nd instar	Purified protein	diet incorporation	
Cry2Aa	No	No	Diptera	Culex quinquefasciatus	No	7176	greater than 199	µg/ml		10.4014/jmb.1301.01062		Larvae	4th instar	Spore crystal mix	droplet feeding	
Cry2Aa	No	No	Lepidoptera	Ephestia kuehniella	Yes	40079	707.8	ng/mg		10.1016/j.biocontrol.2005.06.009		Larvae	3rd instar	Spore crystal mix	diet incorporation	
Cry2Aa	No	No	Lepidoptera	Helicoverpa armigera	Yes	29058	0.13	ng/larva		10.1016/j.jip.2014.06.005		Larvae	1st Instar	Purified crystals	droplet feeding	
Cry2Aa	No	No	Lepidoptera	Spodoptera exigua	Yes	7107	10570	ng/cm2		10.1016/S2095-3119(12)60050-1		Larvae	1st Instar		surface contamination	
Cry2Aa	No	No	Hemiptera	Macrosiphum euphorbiae	Yes	13131			93% mortality at 200 µg/ml	10.1111/j.1570-7458.1995.tb02003.x		Adult	Not applicable	Purified protein	Membrane feeding	Mortality observed after 72 hours
Cry2Aa	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	22.25	µg/cm2		10.1007/s12010-019-02952-z		Larvae	1st Instar	Purified protein	Surface contamination	
Cry2Aa	No	No	Hemiptera	Macrosiphum euphorbiae	Yes	13131			93% at 200 µg/ml 	10.1111/j.1570-7458.1995.tb02003.x		Adult		Purified protein	Membrane feeding	Mortality observed after 72 hours
Cry2Aa14	No	No	Diptera	Culex quinquefasciatus	Yes	7176	894	ng/ml		10.1016/j.toxicon.2009.05.022		Larvae	3rd Instar	Purified protein	Addition to water	
Cry2Aa17	No	No	Diptera	Aedes aegypti	No	7159	"NA	 not toxic"	NA not toxic		10.1016/j.jip.2020.107423		Larvae	3rd Instar	Purified protein	Addition to water	less than 10% mortality at 2 µg/ml
Cry2Aa2	No	No	Lepidoptera	Helicoverpa armigera	Yes	29058	138	ng/cm2		10.1016/s0022-2011(02)00035-6		Larvae	1st instar	Purified crystals	surface contamination	
Cry2Aa2	No	No	Lepidoptera	Helicoverpa armigera	Yes	29058	138-848	ng/cm2		10.1016/s0022-2011(02)00035-6		Larvae	1st instar	Purified crystals	surface contamination	Range of LC50 values from different target colonies and repeat assays
Cry2Aa2	No	No	Diptera	Culex quinquefasciatus	Yes	7176	1.63	µg/ml		10.1128/aem.60.3.896-902.1994		Not specified	2nd Instar	Purified protein	Addition to Water	
Cry2Aa2	No	No	Lepidoptera	Trichoplusia ni	Yes	7111	4.3	µg/g 		10.1128/aem.60.3.896-902.1994		Not specified	Not applicable	Purified protein	Addition to Water	
Cry2Aa2	No	No	Lepidoptera	Helicoverpa armigera	Yes	29058	149	ng/cm2		10.1016/S0022-2011(02)00035-6		Larvae	1st Instar 	Purified crystals	Surface contamination	
Cry2Aa2	No	No	Lepidoptera	Heliothis¬†virescens	Yes	7102	0.56	µg/g 	 	10.1128/aem.60.3.896-902.1994		Not specified	Not specified	Purified protein	Addition to Water	
Cry2Aa2	No	No	Lepidoptera	Spodoptera exigua	No	7107	"NA	 not toxic"	NA not toxic		10.1128/aem.60.3.896-902.1994		Not specified	Not specified	Purified protein	Addition to Water	Toxicity was only measured up to 500 micro grams of protein per gram of diet
Cry2Aa2	No	No	Lepidoptera	Helicoverpa armigera	Yes	29058	848	ng/cm2		10.1016/s0022-2011(02)00035-6		Larvae	1st instar	Purified crystals	surface contamination	
Cry2Aa2	No	No	Lepidoptera	Helicoverpa armigera	Yes	29058	257	ng/cm2		10.1016/s0022-2011(02)00035-6		Larvae	1st instar	Purified crystals	surface contamination	
Cry2Aa2	No	No	Diptera	Aedes aegypti	Yes	7159	 	 	65% mortality at 2 µg/ml	10.1016/j.jip.2020.107423		Larvae	3rd Instar	Purified protein	Addition to water	
Cry2Aa2	No	No	Lepidoptera	Helicoverpa punctigera	Yes	27545	52	ng/cm2		10.1016/s0022-2011(02)00035-6		Larvae	1st instar	Purified crystals	surface contamination	
Cry2Aa2	No	No	Lepidoptera	Helicoverpa armigera	Yes	29058	149	ng/cm2		10.1016/s0022-2011(02)00035-6		Larvae	1st instar	Purified crystals	surface contamination	
Cry2Aa4	No	No	Diptera	Anopheles stephensi	Yes	30069			100% mortality at 100 µg/ml	10.1007/BF02715864		Larvae	3rd Instar	Purified protein	Addition to water	
Cry2Aa4	No	No	Diptera	Aedes aegypti	Yes	7159			100% mortality at 100 µg/ml 	10.1007/BF02715864		Larvae	3rd Instar	Purified protein	Addition to water	
Cry2Aa4	No	No	Diptera	Culex quinquefasciatus	Yes	7176			100% mortality at 100 µg/ml 	10.1007/BF02715864		Larvae	3rd Instar	Purified protein	Addition to water	
Cry2Ab	No	No	Lepidoptera	Spodoptera frugiperda	No	7108	"NA	 not toxic"	NA not toxic		10.1371/journal.pone.0068164		Larvae	1st Instar	Purified protein	Surface contamination	greater than 1350 ng/cm2
Cry2Ab	No	No	Lepidoptera	Mythimna separata	Yes	271217	22300	ng/g		10.3390/toxins10110454		Larvae	1st instar		diet incorporation	
Cry2Ab	No	No	Lepidoptera	Ostrinia nubilalis	Yes	29057	85	ng/cm2	 	10.1371/journal.pone.0068164		Larvae	1st Instar	Purified protein	Surface contamination	
Cry2Ab	No	No	Lepidoptera	Helicoverpa armigera	Yes	29058	36.95	µg/ml		10.1016/j.biocontrol.2008.07.003		Larvae	1st instar	Purified crystals	diet incorporation	
Cry2Ab	No	No	Lepidoptera	Earias insulana	Yes	1231953	0.33	ng/ml		10.1016/j.biocontrol.2008.07.003		Larvae	1st instar	Purified crystals	diet incorporation	
Cry2Ab	No	No	Lepidoptera	Spodoptera exigua	Yes	7107	23130	ng/cm2		10.1016/S2095-3119(12)60050-1		Larvae	1st Instar		surface contamination	
Cry2Ab	No	No	Diptera	Aedes aegypti	Yes	7159	35.8	µg/ml	 	10.1590/1808‚Äë1657000132018		Larvae	3rd Instar	Spore crystal mix	Addition to Water	
Cry2Ab	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	0.84	µg/cm2		10.1007/s12010-019-02952-z		Larvae	1st Instar	Purified protein	Surface contamination	
Cry2Ab	No	No	Lepidoptera	Helicoverpa armigera	Yes	29058	180	ng/cm2		10.1038/srep07714		Larvae	1st instar	Purified crystals	surface contamination	LC50 180 ng/cm2 and 386 ng/cm2 in assays at different generations
Cry2Ab	No	No	Lepidoptera	Spodoptera frugiperda	No	7108	"NA	 not toxic"	NA not toxic		10.1371/journal.pone.0119544		Larvae	2nd Instar	Spore crystal mix	Surface contamination	>3500 ng/cm2
Cry2Ab	No	No	Lepidoptera	Spodoptera exigua	Yes	7107	498	ng/cm2		10.1002/ps.6157		larvae	2-3 day old	Purified protein	Surface contamination	
Cry2Ab	No	No	Lepidoptera	Cydia pomonella	Yes	82600	11	ng/cm2		10.1002/ps.6157		larvae	1st instar	Purified protein	Surface contamination	
Cry2Ab	No	No	Lepidoptera	Pectinophora gossypiella	Yes	13191	438	ng/ml		10.1371/journal.pone.0080496		Larvae	1st instar		diet incorporation	
Cry2Ab1	No	No	Lepidoptera	Helicoverpa punctigera	Yes	27545	412	ng/cm2		10.1016/s0022-2011(02)00035-6		Larvae	1st instar	Purified crystals	surface contamination	
Cry2Ab1	No	No	Diptera	Aedes aegypti	No	7159	"NA	 not toxic"	NA not toxic		10.1016/j.jip.2020.107423		Larvae	3rd Instar	Purified protein	Addition to water	less than 10% mortality at 2 µg/ml
Cry2Ab1	No	No	Lepidoptera	Helicoverpa armigera	Yes	29058	421	ng/cm2		10.1016/s0022-2011(02)00035-6		Larvae	1st instar	Purified crystals	surface contamination	
Cry2Ab2	No	No	Diptera	Culex pipiens	No	7175	"NA	 not toxic"	NA not toxic		10.1111/j.1574-6968.2011.02403.x		Larvae	3rd Instar	Purified protein	Addition to water	
Cry2Ab2	No	No	Diptera	Aedes aegypti	No	7159	"NA	 not toxic"	NA not toxic		10.1111/j.1574-6968.2011.02403.x		Larvae	3rd Instar	Purified protein	Addition to water	
Cry2Ab2	No	No	Lepidoptera	Spodoptera exigua	Yes	7107	16.724	µg/ml		10.1093/jee/101.2.546		Larvae	1st Instar	Purified protein	Diet incorporation	
Cry2Ab2	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	82	µg/ml		10.1093/jee/101.2.546		Larvae	1st Instar	Purified protein	Diet incorporation	
Cry2Ab2	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	20.8	µg/g		10.1016/j.jip.2016.06.005		Larvae	1st Instar	Purified protein	Diet incorporation	
Cry2Ab2	No	No	Lepidoptera	Pectinophora gossypiella	Yes	13191	0.036	µg/ml		10.1093/jee/101.2.546		Larvae	1st Instar	Purified protein	Diet incorporation	
Cry2Ab2	No	No	Lepidoptera	Heliothis virescens	Yes	7102	0.549	µg/ml		10.1093/jee/101.2.546		Larvae	1st Instar	Purified protein	Diet incorporation	
Cry2Ab2	No	No	Lepidoptera	Helicoverpa zea	Yes	7113	17.476	µg/ml		10.1093/jee/101.2.546		Larvae	1st Instar	Purified protein	Diet incorporation	
Cry2Ab2	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	0.19	µg/cm2		10.1002/ps.4805		Larvae	1st Instar	Purified protein	Surface contamination	
Cry2Ab2	No	No	Diptera	Anopheles gambiae	Yes	7165	110	ng/ml		10.1111/j.1574-6968.2011.02403.x		Larvae	3rd Instar	Purified protein	Other (add to comments)	Water was removed from well and 12mL of toxin was added to the well
Cry2Ab2	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	173.2	ng/cm2		10.3390/insects11120831		Larvae	1st Instar	Purified protein	Surface contamination	
Cry2Ab2	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	11.81	µg/g		10.1002/ps.4644		Larvae	1st Instar	Purified protein	Diet incorporation	
Cry2Ab2	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	0.65	µg/cm2		10.1002/ps.6224		Larvae	1st Instar	Purified protein	Surface contamination	
Cry2Ab2	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108	160.351	ng/cm2		10.1371/journal.pone.0154492		Larvae	1st Instar	Purified protein	Surface contamination	
Cry2Ab2	No	No	Diptera	Anopheles gambiae	Yes	7165	540	ng/ml		10.1111/j.1574-6968.2011.02403.x		Larvae	3rd Instar	Purified protein	Addition to water	
